http://www.ainc-inac.gc.ca/prodis/cntrcts/08-09-q3/ct1-eng.asp,"Indian Residential Schools Resolution Canada","BGC ENGINEERING INC",00-08-0029,2008-01-12,"0499 - OTHER PROFESSIONAL SERVICES NOT ELSEWHERE SPECIFIED","26/09/2008 - 30/01/2009",,24391.50,
http://www.ainc-inac.gc.ca/prodis/cntrcts/08-09-q3/ct2-eng.asp,"Indian Residential Schools Resolution Canada","I.HOLUBEC CONSULTING INC.",00-08-0031,2008-08-12,"0819 - NON-PROFESSIONAL PERSONAL SERVICE CONTTRACT NOT ELSEWHERE SPECIFIED","19/09/2008 - 30/11/2008",,24990.00,
